district,title,community,floor,year,bedroom,living_room,area,price,unit_price
天心,福天藏郡 次新小区 花园边的 大平层 视野好 景色佳,福天藏郡,低楼层,,6,2,256.39,230,8971
天心,友谊路①号线居家三房 青园万芙,鑫远湘府华城北区,低楼层,2010,3,2,119.11,132.8,11150
天心,芙蓉路地铁一号线旁 居家好房 不容错过,长城华都,中楼层,2010,1,0,41.98,28.5,6789
天心,金盆岭 白沙花园 地铁一号线涂家冲站,白沙花园,高楼层,,2,1,70.01,48,6857
天心,房东诚心卖 价格可谈 近地铁 装修漂亮 正规三房,童话里,高楼层,2008,3,2,88.0,105,11932
天心,园林绿化品质小区，精装大三房地铁口，2梯2户纯板房,博林金谷,低楼层,2008,3,2,132.14,168.8,12775
天心,理工旁，正规一房一厅，房东急售。,金碧文华,高楼层,2007,1,1,55.05,42,7630
天心,新湘雅旁，近地铁，自住装修保养好,山水嘉园,低楼层,,3,2,98.54,108,10961
天心,楼层好，视野宽阔，采光充足，公摊小,保利花园三期,高楼层,2011,3,2,98.3,108,10987
天心,环宇城旁 次新小区 周正三房 价格美丽,中信新城凯旋城,中楼层,2015,3,1,87.67,86.8,9901
天心,南湖商圈，湘江风光带，次新小区，周正三房,锦天金岸雅苑,低楼层,2018,3,2,127.68,149.8,11733
天心,五矿品质，楼栋楼层好，业主诚心出售......,五矿紫湖香醍,中楼层,,3,2,89.31,71,7950
天心,近地铁，产权清晰，房东诚心出售,香溢豪庭,低楼层,2005,7,0,137.95,129,9352
天心,满五唯一无抵押，中层三房东南向,北辰中央公园(智辰园),低楼层,2016,3,2,88.33,89,10076
天心,近地铁口，带入户花园，户型周正 布局合理,碧水春城,中楼层,,3,2,133.18,159,11939
天心,户型南北通透带双阳台，业主诚心出售，精装修三房,丽水熙园,低楼层,2016,3,2,107.41,132,12290
天心,大托地铁口，高层精装两居室，业主诚售,中建芙蓉工社,高楼层,2014,2,1,62.22,65,10447
天心,理工大学旁 成熟社区 生活配套齐,白沙花园,低楼层,1999,3,2,132.17,118,8928
天心,精装四房 电梯小高层 单价6字头,山水印象,中楼层,2013,4,2,118.06,74.8,6336
天心,五矿紫湖香提，小区环境优美，物业服务好,五矿紫湖香醍,低楼层,,3,2,88.0,76.8,8728
天心,省府旁大平层、中高楼层视野好、青园未用、地铁口旁,欧洲城,高楼层,2014,4,2,180.76,251,13886
天心,地处繁华地段，配套齐全，房子装修好。,建行天心支行宿舍,低楼层,,3,1,81.88,68.9,8415
天心,三医院后面，视野宽阔，采光充足，配置设施齐全，,石子冲小区,高楼层,,2,1,66.1,50.8,7686
天心,近地铁两房！毛坯房给您更多的自由装修空间,湘府9号,低楼层,2011,2,1,67.74,67,9891
天心,近地铁中间楼栋中间楼层，采光好户型周正,湘府9号,中楼层,2011,2,1,88.07,93,10560
天心,近地铁万科物业，采光好户型周正,湘府9号,中楼层,2011,2,1,87.66,91,10382
天心,店长力推：周正四房，诚心急售，可以接受置换，随时看,五矿哈佛小镇,中楼层,,4,2,119.7,98,8188
天心,"此房业主诚心出售，德思勤商圈,随时可看",才子嘉都,高楼层,,2,1,51.93,40.8,7857
天心,天心区五一广场 友阿春天 九龙仓 全新婚房装修,王府井商住楼,中楼层,2003,2,1,78.84,116,14714
天心,天心阁步行街 工农桥社区 品字户型 满五唯一业主急卖,工农桥社区,高楼层,2000,2,1,69.7,49,7031
天心,交通便利，户型周正，环境较好，诚意出售,南苑花园,中楼层,2005,2,2,105.78,74.5,7043
天心,单位房 户型好 精装修 可拎包入住 随时看房交易,市体育局宿舍,高楼层,,2,1,88.95,80,8994
天心,清水毛坯大4房，南北通透户型，配套齐全，房本在手,融源及第,中楼层,2013,3,2,140.43,128.5,9151
天心,不要个税 有地暖 手负8万此房业主诚心出售德思勤商圈,才子嘉都,高楼层,,1,1,31.67,25,7894
天心,鑫天格林香山，次新小区，环境很好，视野无遮挡,鑫天格林香山,高楼层,2015,2,2,72.84,45,6178
天心,汽车南商圈，友阿奥特莱斯商圈纯新清水毛坯大四房出售,山水嘉园,中楼层,,5,2,183.24,165,9005
天心,小区中间位置 中间楼层 精致装修 拎包入住 近地铁口,鑫远和城,中楼层,2015,2,2,90.53,100,11047
天心,和美星城 两房格局 中间楼层 带车位 诚心出售 随时看,和美星城,中楼层,,2,2,86.05,78,9065
天心,和美星城 精装大三房 带车位 诚心出售 看房方便,和美星城,高楼层,,3,2,129.63,118,9103
天心,次新小区，一线江景两房，自住装修,湘江雅颂居,中楼层,2014,2,1,89.93,118,13122
天心,铁道学院正地铁口，周正2+1户型采光好，业主诚心出售,BOBO天下城,低楼层,2009,3,2,99.49,94.6,9509
天心,正规四房 商圈成熟近地铁 户型好 位置安静,博林金谷,中楼层,2007,4,2,130.96,180,13745
天心,中石化西南石油局单位房（中南石油局四普基地花园小区,中南石油局四普基地花园小区,高楼层,,2,2,94.41,40,4237
天心,天心区 芙蓉南路 电力局单位房 和美星城 毛坯三房,和美星城,低楼层,,3,2,129.78,106,8168
天心,天心阁步行街 工农区社区大3房 户型周正 无抵押,工农桥社区,中楼层,1996,3,2,92.75,77.8,8389
天心,才子嘉都一期 三房两厅两卫 南北通透 拎包入住,才子嘉都,高楼层,2016,3,2,103.23,99,9591
天心,：央企品质户型南北通透 中高楼层采光视野好,中建芙蓉嘉苑,高楼层,2014,3,2,108.52,138,12717
天心,满五 精装带车位 配套齐全，青园中信 环宇城,中信新城凯旋城,低楼层,2015,4,2,138.76,170,12252
天心,铁道学院 地铁口 朝南两房 实用两房带天然气,长大彩虹都,低楼层,2010,2,2,51.64,50,9683
天心,体育局单位房 精装修拎包入住 户型好楼层好 位置好,市体育局宿舍,中楼层,,2,1,78.67,67.8,8619
天心,铁道学院地铁口简装两房户型周正林小区,柠檬丽都,低楼层,2005,2,1,93.72,91.5,9764
天心,南湖路 润沁园 水利厅单位房 正规四房 地铁口 诚心卖,润沁园小区,中楼层,,4,2,214.97,240,11165
天心,业主诚心卖，户型周正，中高楼层，通地下室，人车分流,五矿哈佛小镇,高楼层,2016,3,2,89.14,84,9424
天心,天心区 湖开小区 周正大3房80万业主急卖 随时看房,湖开小区,中楼层,2000,3,2,109.82,80,7285
天心,哈佛小镇居家两卫小三房 全新装修 高楼层 满五唯一,五矿哈佛小镇,高楼层,2014,3,2,103.59,103,9944
开福,绿化环境好，经典两房，明窗宽敞，配套好，近地铁,珠江花城四期,中楼层,2012,2,2,76.84,83,10802
开福,湘江、浏阳河风光带 配套齐全 次新小区 看江看浏阳河,北辰三角洲C2区,中楼层,,3,2,128.31,228,17770
开福,2梯3户 江景三房 中间层 园林景观 满五年唯一 无抵押,北辰三角洲奥城E6区,低楼层,2016,3,2,108.67,165,15184
开福,满五唯一，视野宽阔，交通便利，配套齐全,恒大雅苑,高楼层,,3,2,117.37,122,10395
开福,业主自住，可拎包入住，带20万品牌家电，随时可以看房,恒大雅苑,低楼层,,2,2,87.82,92,10476
开福,恒大雅苑 2室2厅 南,恒大雅苑,中楼层,2017,2,2,69.37,73.8,10639
开福,小高层 满五唯一 产证在手 中间层 东边户 采光充足,万科城二期A区,中楼层,2014,3,2,122.54,160,13057
开福,恒泰湘壹府 4室2厅 南,恒泰湘壹府,中楼层,,4,2,115.29,110,9542
开福,月湖广电恒大雅苑，带天然气，进地铁，陪读好租,恒大雅苑,高楼层,2017,1,1,38.84,38,9784
开福,烈士公园 伍家岭 群芳园 正规三房 随时看房 诚心出售,群芳园,低楼层,1994,3,1,90.79,72.5,7986
开福,恒大六层真洋房 绿化好 舒适度高 品质小区,恒大御景天下二期,高楼层,,3,2,113.4,150,13228
开福,自住次新小区 满五唯一 拎包入住 采光视野好,恒大雅苑,中楼层,,3,2,91.52,100,10927
开福,恒鑫澜北湾 2室2厅 南 北,恒鑫澜北湾,中楼层,2008,2,2,89.32,77,8621
开福,人造板宿舍 湘雅医院 望江公寓 文昌阁 开福寺,人造板宿舍,高楼层,,2,2,66.85,49.5,7405
开福,华创 天健 两居室 价格实惠 交通方便 商圈流量大,建鸿达现代公寓,中楼层,2007,2,1,74.51,68,9127
开福,电梯房，电梯房，带大露台，马厂地铁口，湘江边，好房,广福园,高楼层,2002,2,2,91.69,90,9816
开福,清水毛坯 舒适三房 位置安静 品质小区,雅居乐花园,低楼层,,3,2,146.22,131.6,9001
开福,绿地清水毛坯，小三房，有钥匙，诚心卖,绿地海外滩一期,中楼层,,3,2,96.89,81,8360
开福,视野宽阔，配套设施齐全，交通便利。,恒大雅苑,高楼层,2017,3,2,85.57,95,11103
开福,满五唯一 楼层好，业主自住装修，小区集中供暖。,万国城MOMA二期,高楼层,2010,4,2,137.92,142,10296
开福,双阳台户型周正下楼地铁口满五唯一,北辰三角洲凤凰公元,中楼层,,3,2,120.0,228,19000
开福,双地铁口品质小区 南北通透4房 带暖气,藏珑湖上国际花园,中楼层,,4,2,134.96,168,12449
开福,纯毛坯四房，边户楼层好，业主诚心出售,北辰三角洲奥城E4区,低楼层,,4,2,138.56,249,17971
开福,房子朝南向，产权证在手，可以看江，装修99新,北辰三角洲奥城E6区,中楼层,,3,2,104.0,188,18077
开福,清水毛坯三房二卫 南朝向 中高楼层 采光好视野开阔,北辰三角洲C2区,中楼层,2019,3,2,115.81,205,17702
开福,交通便利，视野宽阔，月湖公园旁。,恒大雅苑,低楼层,,3,2,89.51,96,10726
开福,房子满五唯一，装修保养很好，业主诚心卖,北辰三角洲奥城E4区,低楼层,,3,2,107.0,168,15701
开福,低密度，满五唯一证在手，小高层电梯房，近五矿广场，,洪山家园,高楼层,2009,2,1,81.68,65,7958
开福,"清水毛坯出售，户型周正， 位置安静,可以看江",绿地海外滩一期,中楼层,2016,3,2,84.36,53,6283
开福,恒大带地库 南北双阳台 独门独户大三房,恒大雅苑,低楼层,,4,2,131.12,148,11288
开福,万国城MOMA三期 3室2厅 南,万国城MOMA三期,中楼层,2012,3,2,116.78,128,10961
开福,浏阳河边小三房，精装，带杂物，房东诚心卖,长沙市开福区教师村,高楼层,,3,2,90.16,55,6101
开福,南北通透大四房 双阳台精装修 拎包入住 带暖气,瑞都豪庭,中楼层,2012,4,1,119.25,148,12411
开福,广电一路之隔 楼层视野好户型周正一线湖景,恒大雅苑,高楼层,,3,2,128.13,134.8,10521
开福,省六建单位房2楼优质房源户型好急售,伍家岭小区,低楼层,,2,2,71.81,43.8,6100
开福,钱隆国际 30多万精装带zy空调 大三房 户型周正,钱隆国际,低楼层,,3,2,119.36,145,12149
开福,"位置安静，舒适度高，,诚心出售，正地铁口",鸿邦国际城,低楼层,,3,2,101.4,110,10849
开福,次新小区，看江大三房，横厅视野好,北辰三角洲C2区,高楼层,,3,2,140.33,252,17958
开福,上林紫郡 3室2厅 南 北,上林紫郡,低楼层,2012,3,2,117.13,140.5,11996
开福,科大北苑南北通透大三房 双阳台采光好 生活交通便利,科大佳园北苑,低楼层,2010,3,2,144.63,158,10925
开福,此房世纪城南边，配套清水塘和北雅，价格可以谈,世纪城悦江苑,中楼层,2010,3,1,133.84,174,13001
开福,低总价陪读好房 南向视野好 广电商圈,恒大雅苑,高楼层,2017,2,1,69.37,69,9947
开福,诚心出售 马厂地铁口 珠江好世界次新小区 南北通透,珠江好世界,低楼层,,4,2,134.91,180.8,13402
开福,湘江畔，地铁口，方圆荟购物，北雅，清水塘，一室一厅,世纪城悦江苑,高楼层,2010,1,1,48.0,65,13542
开福,豪江苑大2房，户型好位置好 业主诚心卖房,世纪城豪江苑,中楼层,2009,2,2,91.19,96,10528
开福,恒大雅苑 小高层 省个税 精装2房,恒大雅苑,低楼层,,2,2,88.58,92,10387
开福,地铁次新楼盘恒大南北通透三房 痛地库 拎包入住,恒大雅苑,中楼层,,3,1,91.54,100,10925
开福,此房满五唯一，地铁口房，精装修，楼层好，视野开阔,恒大御景半岛锦绣苑,高楼层,2019,3,2,149.49,203,13580
开福,小高层南向二居室 中间楼层阳光充足 带家电,恒大雅苑,中楼层,,2,1,87.0,93,10690
开福,满五唯一 万科物业 自住装修三十万 赶紧看一看,北辰三角洲奥城E3区,高楼层,2014,3,2,112.24,230,20492
开福,万煦园 的 三房 楼梯房采光好,万煦园,高楼层,2007,3,2,105.86,79.8,7539
开福,户型周正，绿化高边 明厨明卫 采光好,洪山家园,高楼层,,2,2,72.22,55,7616
开福,次新小区，自住装修，户型周正，交通便捷，配套齐全,钱隆世家,中楼层,,2,2,86.88,86,9899
开福,小面积住宅公寓，装修保养新，可拎包入住。,金土地第一湾,低楼层,2012,1,1,50.49,45,8913
开福,山语城 三期 精装 三房 诚心出售 次新小区 人车分流,中国铁建山语城三期,高楼层,2018,3,2,87.79,95,10822
开福,万国府24小时恒温恒湿恒氧 八成新两百万新中式风格,万国城MOMA三期,低楼层,2016,5,2,258.57,500,19338
开福,听香水榭精装一房 民水民电 户型周正 凯乐微谷旁,听香水榭,中楼层,2011,1,1,43.9,35,7973
开福,带露台 钱隆世家 精装自住 三房 地铁1号线 次新小区,钱隆世家,低楼层,2017,3,2,98.94,96,9703
开福,中间楼层，朝南户型，采光好阳光充足，价格实惠,博派锦绣兰亭,中楼层,2016,2,2,81.39,54.8,6734
开福,精装 自住 三房 钱隆世家 1号线地铁 次新小区 位置好,钱隆世家,低楼层,,3,2,103.86,105,10110
开福,精装正规一室一厅带配套商圈成熟中间楼层可拎包入住,世纪城悦江苑,中楼层,2010,1,1,50.3,69.8,13877
开福,培元桥 地铁口 70年产权 一房 诚心出售,东宸19公馆,高楼层,,1,0,43.08,38.8,9007
开福,制药厂宿舍 2室2厅 南,制药厂宿舍,低楼层,,2,2,83.27,64.5,7746
开福,满五唯一，总价低两房，拎包入住装修，舒适地暖房,万国城MOMA三期,低楼层,2012,2,1,74.11,78,10525
开福,蚌塘社区四方坪地铁口成熟小区居家方便出入方便,蚌塘社区,中楼层,,2,1,56.25,39.8,7076
开福,自住装修 保养好，只住了三年 带阳台 随时看房,庄园心伽泊,中楼层,,3,2,85.89,90,10479
开福,满五唯一 近地铁 自住品牌家电 18年小区中楼层安静,珠江郦城公园1号,中楼层,,3,2,92.21,120,13014
开福,房东自住装修，户型周正，采光好，看房提前预约,钱隆世家,高楼层,,3,2,97.8,118,12066
开福,北辰三角洲小户型住宅公寓 zu金低月供！,北辰三角洲奥城E4区,高楼层,,1,1,49.39,62,12554
开福,北辰三角洲 下楼地铁 看江住宅公寓 zu金低月供,北辰三角洲奥城E4区,高楼层,,1,1,49.39,52,10529
开福,此房地铁近，户型周正，采光好，南向无遮挡，清水塘,怡然四方锦城,高楼层,2012,3,1,91.95,95.8,10419
开福,江边栋2梯2户 得房率高 南北通透 闹中取静 业主诚售。,世纪城揽江苑,低楼层,2010,3,2,120.64,139.8,11589
开福,万科城居家小三房、保养好 带全套家电家具 带杂物间,万科城二期B区,中楼层,2014,3,2,86.37,108,12505
开福,一梯两户的边户小三房，中间楼层，安静采光好。,山语城二期,中楼层,2013,3,2,89.12,88,9875
开福,世纪城星江苑精装修 领包入住 产权证在手 交易方便,世纪城星江苑,低楼层,2008,3,2,123.11,157,12753
开福,地铁口房 居家装修 拎包入住 看房方便,世纪城鸿江苑,高楼层,2008,3,2,103.84,132,12712
开福,双地铁口 精装大3房 自住装修诚心出售 看房提前联系,凯乐国际城二期,低楼层,2013,3,2,134.25,182,13557
开福,次新楼盘 南北通透双阳台 楼层好 视野开阔,春和景园四期,高楼层,,4,2,146.69,188,12817
开福,1号线地铁口自住精装3房保养好户型周正采光足,顺天黄金海岸,低楼层,2008,3,2,118.41,122,10304
开福,大四房高楼层视野好，正地铁口，保利商场旁,湘诚德峰小区C区,高楼层,,4,2,154.85,132,8525
开福,国企珠江 精装拎包入住 小区靠河边可散步,珠江郦城薰衣道,高楼层,2015,3,2,94.47,110,11644
开福,珠江郦城次新小区 中间楼层 业主自住装修 一线河景房,珠江郦城公园1号,中楼层,,3,2,119.1,165,13854
开福,恒大雅苑 新出洋房 全新未住过 通地库 诚心出售,恒大雅苑,高楼层,,3,2,116.19,130,11189
开福,经典四房户型 周正通透 配套齐全 交通便捷 近地铁,钱隆国际,高楼层,,4,2,129.2,120,9288
开福,广电文创园地铁口金色溪泉湾毛坯两房满五唯一,金色溪泉湾,低楼层,,2,2,83.18,79.5,9558
开福,小唐出品，必出精品，看江四房，诚心出售！！！！！,北辰三角洲奥城E7区,中楼层,,4,2,149.17,343,22994
开福,恒大林溪郡 3室1厅 南,恒大林溪郡,低楼层,,3,1,91.74,75,8176
开福,一梯两户小高层两房，居家装修，位置安静。,山语城二期,高楼层,2013,2,1,90.3,83,9192
开福,世纪城望江苑 稀有户型 19层以上 江景视野好 带车位,世纪城望江苑,高楼层,2008,3,2,127.38,175,13739
开福,业主自住，中高楼层，户型明厨明卫，视野好,世纪城临江苑,高楼层,,4,1,141.75,175,12346
开福,二环内 开福区 万科城 次新小区 环境好,万科城二期B区,低楼层,2014,3,1,86.37,110,12736
开福,南北通特精装小三房 楼层好诚意出售,世纪城星江苑,低楼层,2008,3,1,98.93,126,12737
开福,地铁口万科物业中间楼层次新小区的3房2位经典户型,北辰三角洲奥城E3区,中楼层,2013,3,2,107.63,228,21184
开福,山语城3期118平精装修，业主诚心卖,中国铁建山语城三期,低楼层,2020,3,2,117.99,120,10171
开福,北辰装修很好的三房两卫，好户型，视野很好,北辰三角洲C2区,高楼层,,3,2,118.39,207.8,17553
开福,带杂物间 业主自住 中上楼层 大阳台,万科城二期B区,高楼层,2014,3,2,88.2,115,13039
开福,凯乐国际城二期 2室2厅 南,凯乐国际城二期,高楼层,,2,2,91.95,136,14791
开福,地铁口居家好房 位置安静 房本在手 拎包入住,山语城二期,高楼层,2013,3,2,89.06,88,9881
开福,地铁口小户型一房，首付8万即可买到,四季美景,中楼层,2008,1,1,36.7,30.2,8229
开福,万国城三期 带地暖 中间楼层采光好,万国城MOMA三期,中楼层,2012,2,2,74.2,82,11052
开福,房子精装修，看房方便，保养好，二环内，楼层好,雄新水印廊桥,低楼层,,3,2,94.89,76,8010
开福,绿地洋房带大露台 看房方便 房东诚心出售,绿地海外滩一期,中楼层,,4,2,117.49,123.2,10486
开福,满五唯一大三房，业主诚心出售，二次装修保养好,珠江花城四期,低楼层,2012,3,2,119.81,145,12103
开福,精装三房 楼层好户型周正 视野开阔 诚心出售,绿地海外滩二期,低楼层,,3,2,105.0,98,9334
开福,罕见带露台，南北通透，采光通风良好，视野开阔。,恒大御景天下一期,高楼层,,4,2,141.74,200,14111
开福,地铁口 大四房 楼层好 户型周正 生活配套齐 随时看房,钱隆国际,低楼层,,4,2,135.02,135,9999
开福,北辰三角洲C2区 3室2厅 南 北,北辰三角洲C2区,低楼层,,3,2,140.6,300,21338
开福,精装小户型，可拎包入住，出租、自住均可,才子佳苑二区2,高楼层,2012,1,1,27.91,25,8958
开福,万科城好楼层，满五唯一！自住装修，业主急售的好房！,万科城一期,中楼层,2014,3,2,122.16,146,11952
开福,小高层大三房两卫两厅，得房率高，近湘一,恒泰湘壹府,低楼层,,3,2,107.48,106,9863
开福,带集中供暖，总价低的小三房，业主诚意出售,万国城MOMA三期,高楼层,2012,3,2,90.06,97,10771
开福,国企珠江实业 带原装暖气片 南北通透拎包入住,珠江郦城探香里,低楼层,2015,3,2,87.59,110,12559
开福,楼下就是地铁口，业主诚心出售。本房满五不唯一。,星尚公寓,中楼层,2012,1,1,49.4,37.8,7652
开福,9成新 业主自住 中间楼层 拎包入住,万科城二期B区,中楼层,2014,3,2,86.37,108,12505
开福,北辰三角洲E7四房 户型周正 楼层好 视野好 江景佳,北辰三角洲奥城E7区,高楼层,,4,1,149.17,283,18972
开福,浏阳河边 精装2房 户型周正 诚心出售 随时可看,竹满人家,低楼层,2007,2,2,88.06,62,7041
开福,马厂地铁 精装修两居室 看房方便 诚心出售 楼层视野好,珠江花城三期,中楼层,2011,2,1,76.52,86,11239
开福,华龙公馆 3室1厅 南 北,华龙公馆,低楼层,,3,1,128.0,96,7500
开福,藏珑精装房 湖景视野开阔 装修保养好,藏珑湖上国际花园,高楼层,,3,2,102.66,140,13638
开福,楼龄新 楼下地铁 采光好 大横厅设计 没有浪费面积。,北辰三角洲C3区,低楼层,,4,2,142.18,288,20257
开福,地铁口大三房，环境优美，领包入住,香樟雅郡,低楼层,2008,3,2,129.75,135,10405
开福,科大佳园北苑 居家精致大三房 家具家电齐全 拎包入住,科大佳园北苑,低楼层,2010,3,2,143.13,165,11528
开福,山语城三期精装3房，中间楼层，装修保养9成新,中国铁建山语城三期,中楼层,2015,3,2,117.76,124,10530
开福,湘江世纪城北边苑 精装修9成新 业主诚意出售 看房方便,世纪城映江苑,高楼层,2010,2,1,89.05,102,11455
开福,精装洋房、保养好、可拎包入住、舒适度高、品质小区,恒大御景天下一期,高楼层,,3,2,113.8,150,13182
开福,楼龄新，户型周正，双地铁口，交通便利,恒大雅苑,低楼层,,2,2,88.6,93,10497
开福,户型周正 阳光很好 配套齐全 交通便利 业主诚心出售,恒大雅苑,低楼层,,3,2,105.67,112,10600
开福,品质小区 海洋半岛精装3房要有地下车位可以卖,海洋半岛,低楼层,2013,3,2,89.05,99.8,11208
开福,马厂地铁口，居家大三房，拎包入住，诚售,先锋水韵花都,高楼层,2007,3,2,127.09,105,8262
开福,纯毛坯四房，业主诚心卖，近地铁，有学,北辰三角洲奥城E4区,低楼层,,4,2,139.61,230,16475
开福,纯毛坯四房，业主诚心卖，近地铁，有学,北辰三角洲奥城E4区,高楼层,,4,2,139.0,230,16547
开福,纯毛坯四房，业主诚心卖，近地铁，有学,北辰三角洲奥城E4区,低楼层,,4,2,139.0,230,16547
开福,国企开发商小区，小区人车分流，精装四房。,珠江郦城薰衣道,低楼层,2015,4,2,131.8,175,13278
开福,纯毛坯四房，业主诚心卖，近地铁，有学,北辰三角洲奥城E4区,低楼层,,4,2,138.61,230,16594
开福,五一广场 次新小区 精装一房出售,五一中央领御,中楼层,,1,1,57.6,53,9202
开福,房东诚心出售，一楼，带大阳台....................,湘江豪庭,低楼层,2011,4,2,191.15,265,13864
开福,映江苑 价格有车位 北雅护航 减个税 还带阳台 诱人吧,世纪城映江苑,高楼层,2010,1,1,54.22,72,13280
开福,满五唯一，可看浏阳河景，中间楼层。,北辰三角洲C2区,中楼层,,3,2,127.65,248,19429
开福,马厂地铁口 高科技住宅 万国城一期朝南两室 诚心出售,万国城MOMA一期,高楼层,2010,2,2,80.87,82,10140
开福,50万装修保养好，拎包入住，中间楼层，地暖房,万国城MOMA二期,高楼层,2010,3,2,137.82,180,13061
开福,入则宁静，出则繁华，五一广场地铁口，生活配套完善,五一大道202,高楼层,,2,2,82.76,110,13292
开福,精装房带家具出售，双地铁开通。。。,归心·苑,高楼层,,4,2,186.75,248.3,13296
开福,地铁口，采光充足，视野宽阔。。,月湖兰庭,高楼层,,2,2,91.32,78,8542
开福,满五唯一，精装大三房，拎包入住，楼下就是地铁,恒大御景半岛锦绣苑,高楼层,2015,3,2,139.68,193,13818
开福,浏阳河边95平大两房2楼业主诚心出售,蒋家垅社区,低楼层,,2,2,94.92,65,6848
开福,该房满五 证在手随时交易 精装修的通透两房 视野好.,滨河嘉园,中楼层,,2,2,81.35,73,8974
开福,才子佳苑 3室1厅 南,才子佳苑,高楼层,2013,3,1,89.84,93,10352
开福,1号线地铁 钱隆世家 毛坯3房 有车位 可自行装修设计,钱隆世家,中楼层,,3,2,104.3,102,9780
开福,优质高品小区，户型周正 ，三房两卫,恒泰湘壹府,低楼层,,3,2,107.48,119,11072
开福,满五唯一省个税，房东自住装修，拎包入住，房东急售,金土地第一湾,低楼层,2013,1,1,49.41,39.8,8056
开福,出门地铁口 日照时间长 中层东边户 南北通透房,恒大御景半岛锦绣苑,中楼层,,3,2,135.87,190,13984
开福,广电单位房，品质好，装修保养好，边户纯板楼视野开阔,归心·苑,中楼层,,4,2,163.02,228,13987
开福,南北小三房，小高层，近地铁近商场,万科城三期,高楼层,2014,3,2,89.09,105,11786
开福,湘春路 双地铁口 省妇幼 湘雅 两房一厅 诚心出售,湘春路194号,中楼层,,2,1,60.87,47,7722
开福,环境优美，户型周正，毛坯小三房,恒大林溪郡,中楼层,,3,2,89.99,45,5001
开福,地铁口 小两房 交通方便 满五唯一 采光好,中坤领秀峰,高楼层,2012,2,1,71.95,68,9452
开福,南北通透，格局可动，中间楼层采光好,学府华庭,低楼层,,4,2,178.68,160,8955
开福,湖景房 客厅朝南 2个房间朝南 视野开阔,恒大雅苑,高楼层,,3,1,120.5,132,10955
开福,湖山赋全朝南纯毛坯 中间楼层 一级物业 看房便利,湖山赋,高楼层,,3,2,96.44,82.8,8586
开福,海洋半岛 3室2厅 南,海洋半岛,高楼层,2017,3,2,96.18,120,12477
开福,豪.装大三房带杂物间 湖景方，视野好,恒大雅苑,中楼层,,3,2,124.8,150,12020
开福,江边栋270度看一线全江景，无遮挡视野，中间好楼层,湘江壹号三期,高楼层,,3,2,162.1,208,12832
开福,万煦园 3室2厅 南 北,万煦园,高楼层,2007,3,2,124.85,118,9452
开福,小唐出品，必出精品，北辰商圈两房 君悦香邸诚心出售,君悦香邸,中楼层,2007,2,1,76.16,93.2,12238
开福,地铁口，小高层，法式园林，低密度,左岸春天,低楼层,2005,3,2,128.88,120.8,9374
开福,陪读好房，带装修直接入住，首付不到十万,恒大雅苑,高楼层,2017,1,1,38.84,37.5,9655
开福,环境优美，户型周正，大三房，湘一外国语,恒泰湘壹府,高楼层,,3,2,103.24,88,8524
开福,湖山赋现房 二手交易 麓山国际,湖山赋,中楼层,,3,2,121.99,106,8690
开福,自住精装 户型通透 业主诚心出售拎包入住,幸福考拉789,低楼层,,3,2,102.35,108,10553
开福,揽江大平层， 视野开阔 ，依山傍水，南北通透,湘江壹号三期,高楼层,,4,2,244.61,308,12592
开福,恒大花园式洋房、业主急售、毛坯三房带两露台、可议价,恒大御景天下二期,中楼层,2019,3,2,133.77,162,12111
开福,南北通透大4房 自住精装修 楼层好视野佳采光通风充足,世纪城鸿江苑,中楼层,2008,4,2,154.92,190,12265
开福,南北通透 采光充足，中间楼层，精装修，一梯两户,科大佳园北苑,中楼层,2010,3,1,160.45,190,11842
开福,看房方便，诚心出售，价格可谈，楼层不错,恒大御景半岛锦绣苑,低楼层,,3,2,143.13,192.8,13471
开福,江景大平层，临江1号户型，江景视野开阔，户型周正,湘江壹号三期,中楼层,2019,4,2,221.81,365,16456
开福,南北向，视野好，阳光足，纯板楼 带金鹰 近地铁口,归心·苑,中楼层,,3,2,159.96,185,11566
开福,烈士公园 湘雅医院电梯房 精装修 房东诚心出售,湖南广播电视大学,高楼层,,2,1,80.18,72,8980
开福,看河景南北通透，高楼层采光好，精装修可直接入住,金土地第一湾,高楼层,2012,3,2,129.0,188,14574
开福,马厂地铁200米精装修 视野开阔 业主自住 拎包入住,珠江好世界,高楼层,,4,2,135.05,228,16883
开福,居家装修，楼层好，视野开阔，采光充足，朝南户型,英祥春天,低楼层,2011,3,1,83.15,92,11065
开福,出小区就是商场，地铁口就在边上，小区安静 户型好,润和国际广场,高楼层,,4,2,134.42,190,14135
开福,南北通风 户型方正 楼层佳 明厨明卫,世纪城贯江苑,高楼层,2008,3,2,126.26,132.8,10518
开福,有小区环境，两梯三户，正规一房带燃气,怡然四方锦城,低楼层,,1,1,55.95,52.8,9437
开福,广电恒大 雅苑大平层 户型周正 视野好 业主诚心出售,恒大雅苑,低楼层,,4,2,209.0,238,11388
开福,精装修 拎包入住 急售 产权在手,才子佳苑,中楼层,,3,2,90.05,95,10550
开福,美利，保养九成新的大三房带湘一史家坡,美利新世界,中楼层,2011,3,2,118.27,118,9978
开福,南北通风 户型方正 自住装修保养好 明厨明卫,世纪城贯江苑,高楼层,2008,4,2,126.01,126,10000
